Asset_A;Asset_B;P-Value
GLW;PSX;0.04145267794117958
AEP;FTV;0.04146853209311453
AOS;LIN;0.04147026607139082
BKR;SNPS;0.04147161926127189
AME;UNH;0.04148414494773706
CVS;TECH;0.041494337238998216
ADM;NVR;0.04151429531412657
GPN;NOC;0.04152954644832976
CME;ON;0.041534769059852886
DOV;NVR;0.04153697438958392
NI;TYL;0.041539800128422545
BRO;BWA;0.04156512555647819
CFG;INCY;0.04157307437967955
FTNT;LIN;0.04159318206097205
AJG;INCY;0.041604158797283596
MDLZ;UAL;0.04160483397787101
IQV;V;0.041646726738322495
CZR;LDOS;0.04166515945039226
BR;NOW;0.04166679855040801
AWK;MNST;0.041669647258631815
FDX;LYV;0.04167024058475098
MKTX;NDSN;0.041686608306292894
APH;BRO;0.041689996082600315
AAPL;C;0.04170891664528448
BMY;TMO;0.041710460534237055
JBL;SNA;0.041719318986374626
AMD;DE;0.0417246868883339
EMR;TSN;0.041728429618844036
APD;BR;0.04174606092643137
RMD;WM;0.041748981849163924
ADM;FDX;0.0417544019017859
ADBE;WMT;0.0417558986340351
FICO;KKR;0.04175987165728012
CI;PLD;0.04178453589306879
D;GOOGL;0.041791473365244754
APA;SBAC;0.04179741415774901
CNC;WEC;0.04181143231568094
EMN;LKQ;0.04181788335844096
TGT;UNP;0.041820037855770535
DPZ;ZBH;0.041821489147028316
MMM;ROP;0.041825447319021575
SWKS;UPS;0.04182640302905416
INTU;NOW;0.041837917471300654
CVS;PGR;0.04184122071398903
AXON;HRL;0.04184408141316465
AEP;RCL;0.04184673267193131
TGT;TXT;0.04185325894835452
NCLH;WEC;0.04185396286778797
BDX;TROW;0.04185464047328489
CCI;NXPI;0.041859498356638714
JBL;WELL;0.04186437486591159
BKR;KKR;0.04186706961795525
J;TSN;0.04187002484511659
HAL;SPG;0.041878137402186835
PYPL;TECH;0.041878533996985684
CRL;KHC;0.041880787469217404
CCL;EQIX;0.04188269935265561
DD;UPS;0.04188553787891333
ADM;DRI;0.041886642191341854
DLR;FRT;0.041891663524011497
ZBH;GC=F;0.04190171725672325
CVS;DECK;0.0419156308839647
ABT;AVY;0.04191677766857363
CNC;RMD;0.041919359816399014
JNJ;TDG;0.0419249495404284
JCI;SBAC;0.04193228956016576
BIIB;TXT;0.04193702658406812
HSY;MAR;0.0419425635593339
AMZN;PSX;0.041949362583324386
DPZ;WELL;0.04195021131778123
GLW;ITW;0.041950618180680944
MDT;REGN;0.04195134843399941
C;NRG;0.04195520539282364
SW;VLO;0.04195922568694423
CPT;HUM;0.04196000112896103
MKTX;RTX;0.04197545806527216
CB;SLB;0.04198111193361607
BKR;UPS;0.041994228586436845
ANET;BLDR;0.04199962293764191
MAA;GBPUSD=X;0.042000393201701035
CSX;DHR;0.04200296927269756
EBAY;ORCL;0.042011686665858805
AFL;PAYC;0.04202054738393433
BRK-B;LDOS;0.04205532236561289
APTV;KKR;0.04207281527671273
CI;HON;0.04207920246686146
SYK;TDG;0.042080340881424004
EBAY;STZ;0.04208649958644417
CB;DUK;0.04209562970074096
KMI;MSI;0.04211623536561485
AWK;UNH;0.042119669224283264
FTNT;TROW;0.04212176190746869
DLR;IT;0.0421257610219689
DLR;WST;0.0421270565519935
CRM;SWK;0.04213385018417942
CDNS;PLD;0.04213674355459053
KKR;RL;0.042137933517900655
ALGN;DXCM;0.04216654786140234
AIG;FTNT;0.042178526558485245
CB;KEYS;0.0422012977127625
MSCI;TDG;0.042219073864638766
OMC;PLD;0.042221902659748116
EBAY;TTWO;0.04222953904106848
LYV;PAYC;0.04223018956938761
BR;DOV;0.042230939064971725
FRT;MGM;0.04223099319200446
NEE;STT;0.04223223960598376
BKR;STE;0.04224784163078556
NOW;GBPUSD=X;0.0422506351654555
CMS;SLB;0.04225365639260771
IP;GBPUSD=X;0.042266827564937805
INCY;LHX;0.042267223898698005
JNJ;SPGI;0.04228897680338441
KEYS;PYPL;0.04230672899649564
DXCM;NVDA;0.04230914849905352
CPB;META;0.0423136885117517
ADM;PKG;0.04234839193389789
BKR;BWA;0.04236317932294083
FTNT;MTCH;0.04236341321252889
AMZN;MHK;0.04236760568268882
APA;META;0.04236977334483346
JBL;VTR;0.04238193914056335
SW;TYL;0.04238303582129325
O;SYF;0.04238874224300826
CMI;HST;0.04239743569049243
ALL;NVR;0.04240440817859429
BIIB;MET;0.04240460849666343
UNP;BTC-USD;0.04241119876074033
AVGO;EQIX;0.04241254345750374
SWKS;WAB;0.04241980770903272
AME;BR;0.04243017358020305
EMN;INVH;0.04243687628296194
GOOGL;ITW;0.04244572583142585
MCD;NXPI;0.042450169913321435
EPAM;UNH;0.042455891095639284
MSCI;MU;0.042456748434827496
ITW;TRV;0.04246662936745333
HPE;HPQ;0.04247632790889144
SWKS;WBD;0.042487964005819175
CAT;EMN;0.042494487395064236
BMY;NOW;0.042501080283621234
BKNG;SNA;0.04250173178647679
AEP;TER;0.04250835847472284
TECH;XEL;0.04251181166985166
FRT;HUBB;0.042522272608043914
MOH;WST;0.04252472734333816
NOC;RMD;0.042530076232704335
CNP;MOS;0.0425308758641584
ICE;RVTY;0.04253438508219512
AES;KDP;0.0425489989091676
CMS;WTW;0.04255261453321511
NOC;UNH;0.04255950714076553
META;TAP;0.04257898468150955
BWA;NFLX;0.04257946582407736
CSX;IDXX;0.04258445568296491
BAC;GRMN;0.04258602546396111
DXCM;SPGI;0.042594037356976956
CMCSA;MKTX;0.04260041976966695
ECL;NTRS;0.04261605255538977
DTE;MCD;0.04261903157822256
AEP;BKR;0.042619729877838776
DHI;WMT;0.042620334196579096
ADP;BLDR;0.04262406215066894
AOS;GLW;0.042628895810145666
TMUS;VST;0.042635214152194914
FANG;IR;0.042644503900678796
GD;UDR;0.042649554394665154
BAX;CSGP;0.04265400159507857
DLR;NXPI;0.042662533168759995
FE;LKQ;0.04266500939736357
AAPL;MMM;0.0426698775649011
DLR;GPN;0.04266990998670429
CMS;MSI;0.04267986953216881
MKC;POOL;0.04269742125884527
CHTR;AUDUSD=X;0.04270843740274233
ADM;IP;0.04273402191309515
EVRG;OXY;0.04273828900061356
INVH;NFLX;0.0427405571743014
KMI;ZTS;0.042741177903805015
BA;CCI;0.04274429122365867
GOOG;JKHY;0.042758271021754536
CFG;CSCO;0.04276044295813259
ADM;IQV;0.042762180135780974
AVGO;YUM;0.04277317264439604
CSX;MAA;0.04278678237999792
FICO;VRSN;0.042792518714333774
FE;PSX;0.04280512439811649
APO;NEE;0.042808088188303804
CPB;STE;0.04282172636288132
AMD;PEG;0.04282520475825325
MMM;WYNN;0.042825328279118564
MSI;PAYC;0.04282612256047194
HSY;QCOM;0.04283319834413394
ARE;PFG;0.04284216360627525
DOV;PODD;0.042843591223765944
CMI;MPWR;0.04284405300422272
MET;MU;0.04285730777032241
STLD;WFC;0.0428608530665688
INCY;TPL;0.042869428805612404
ADM;KIM;0.042870931911316926
BKR;BLK;0.042898728080898126
APTV;ROP;0.042906307910623415
AMD;LW;0.04291424951854371
QCOM;UNP;0.042914829790397784
CVS;CVX;0.04291613884712709
APO;C;0.042919158349301954
HSY;LW;0.0429204818437084
APTV;VRSN;0.04292303019294652
GE;PHM;0.04292677198726457
PSA;YUM;0.04292776712700612
INCY;MS;0.042928460029142614
AMD;LIN;0.04293030099021813
CNC;ISRG;0.042935905932505056
PNR;TAP;0.04293739152648513
MKTX;RF;0.042948345906206754
ED;MSI;0.04295405717592901
APH;C;0.042961831946139784
BBY;MCD;0.0429663061726289
GLW;MNST;0.04299926320477599
AWK;INVH;0.04300244127217349
CSX;FCX;0.04300645980658856
CBRE;NWSA;0.043009171177830534
APA;JNJ;0.04302581679014489
PSX;ROK;0.04303063449824368
HON;L;0.043044614772773396
ADP;BRO;0.043063744905986
APH;BMY;0.04306460568205903
BDX;BLK;0.04306647022202285
ADM;NEE;0.04307758266776329
CSX;MCHP;0.04308353526113692
BAC;MPC;0.04309969827859478
ANET;VRSN;0.043112551159878706
BALL;BSX;0.04311264712126508
GD;PAYC;0.0431236873649244
CSX;EQIX;0.043124948482974164
BDX;INCY;0.043139872862011285
KHC;VST;0.04314402449135138
HUM;NRG;0.04314736224158663
DG;TSN;0.04316006994759954
BF-B;UNP;0.04317657497710002
LUV;QCOM;0.043180543053496466
CDW;WBD;0.043184180553026454
D;FICO;0.04319314529024026
APO;WYNN;0.04320288736879462
CZR;PH;0.04320749804962692
ARE;CZR;0.04322346476916669
EPAM;NVR;0.043224453704163494
KEY;BTC-USD;0.04324032450274123
OMC;TTWO;0.043240824613667836
DG;INVH;0.04324195782956797
DD;TDY;0.04324783350083956
FICO;ROP;0.04325269228735782
JCI;NVR;0.043261603368462916
ETN;WEC;0.0432623517320431
BG;CF;0.04326504262382948
JCI;TSN;0.04326671909736906
ADM;SW;0.04326770918641532
AAPL;CRL;0.04327838630497062
GD;TYL;0.04328090478889274
CME;CVX;0.043280918461929975
MS;PODD;0.043315802145050646
ADM;AMT;0.043333547645523156
NUE;WDC;0.04335586464498954
MNST;NOW;0.04336110884291332
CRM;TROW;0.04336451663735758
ED;NXPI;0.0433665487023546
ADM;CAT;0.043368469647230755
ACGL;SPG;0.043371776871766334
GPN;MPC;0.043375902466437535
CFG;DG;0.04339778820053425
SWKS;SI=F;0.043429527939013675
HSY;SBAC;0.043432232343291945
APTV;ICE;0.04343244660751868
ABBV;LDOS;0.04344389416179789
NWS;TRV;0.04344475509280752
META;XYL;0.043457908230831344
CSX;ERIE;0.04346046532080313
DXCM;FIS;0.043463986504260484
EBAY;V;0.04346646324964284
BR;TEL;0.04348160115590957
HSY;WMT;0.043490203796548076
INVH;SCHW;0.043498214429888694
HST;MSI;0.04350124138177664
CHRW;CPAY;0.04353011079409716
NCLH;PAYC;0.043536422893662066
GPN;SW;0.043552777433699466
MSCI;RMD;0.04356777355434467
KEY;NDSN;0.043580276044746534
BDX;GLW;0.04361184787349664
AEE;TTWO;0.04363216234733236
AMD;BR;0.04363668674161141
PSA;SPG;0.043646138645315
FTNT;SHW;0.0436563481176785
HST;WY;0.04367177106683081
NOC;WEC;0.04368163491600013
AME;ROP;0.04368207227753931
LKQ;UPS;0.043689010407910046
ARE;SPGI;0.04369699927792213
GEN;OKE;0.04369894137088399
ICE;EURUSD=X;0.043700562855703826
EBAY;UNH;0.04370599143219128
RSG;WMB;0.043725889001659045
CI;CTAS;0.04374183108217269
SBAC;UNH;0.04374190473396652
HBAN;HUBB;0.04374347653110729
CZR;PHM;0.04375027048849673
EBAY;PSX;0.04375533737429613
IEX;NXPI;0.04375736333466877
BAX;PKG;0.043759158375573044
BEN;SI=F;0.04376142681655384
CRL;EBAY;0.04376272277940694
AVGO;GBPUSD=X;0.04376521557537856
PNW;UDR;0.0437652230148252
AMD;FSLR;0.04377803295170855
CTSH;GD;0.04378852148954427
BWA;UPS;0.043788629944462844
CVS;TTWO;0.043793975270985316
AZO;BXP;0.04379840673930014
CB;RCL;0.04380854746750656
DHR;INTC;0.04381168207721917
AKAM;TSCO;0.043832494147560554
DLR;ECL;0.043843385476173315
CMCSA;WMB;0.04384339106444167
COO;EQR;0.04384351260622388
APTV;EQIX;0.04385739186749268
INVH;MPC;0.04386775119117286
FTNT;MMM;0.043872978720383274
CI;TDG;0.04387999899632447
LRCX;TAP;0.04389819043863258
ACN;CBOE;0.043899633049000145
CRM;MTCH;0.043906704207464474
FSLR;INVH;0.04390692819504238
CMI;IVZ;0.04390895407749596
INVH;MMM;0.04391313997854332
LUV;SYK;0.04391629565703358
AEE;TDG;0.043916612968512896
HSY;LVS;0.04391971436229371
CBRE;ETR;0.043920892509398596
CCI;SYK;0.04392660004609488
NOW;ZTS;0.043928348605255206
EG;FAST;0.04392993787069948
APO;IEX;0.04393038137518264
HSY;MOH;0.043937446692633504
FIS;UPS;0.043938136040873134
PSA;USDCAD=X;0.04394295016215534
CVS;TFC;0.04395719122275094
CMS;KO;0.04398006961766838
INVH;SPGI;0.04398839193676748
CDW;MNST;0.04400136930350816
NRG;PSX;0.04400211981414814
MTCH;PEG;0.04400295024936868
FTNT;PAYX;0.0440392221583739
LNT;WEC;0.0440471141898099
AJG;PODD;0.0440526301281858
NEE;V;0.04405749212703162
MKTX;BTC-USD;0.044058427040555494
NFLX;TTWO;0.04406515150066337
EBAY;WMB;0.04407329794909596
HSY;MPWR;0.044092941011208385
AMD;CAT;0.044098937650930675
ICE;LMT;0.04411513210451151
ABT;BRK-B;0.04411927533301469
CSX;PNW;0.04413142814013051
MKTX;TFC;0.04414485228675827
INCY;WM;0.044148347623822776
JCI;LEN;0.044164842279411975
KMI;TMO;0.044171274049251794
EXPD;BTC-USD;0.04417267432622017
IR;LIN;0.044175945876031755
JCI;MSCI;0.0441829900575428
EBAY;WTW;0.044185257938291256
CMI;IP;0.0442040819279236
HST;PFG;0.0442209999825761
AON;DXCM;0.04424014653603875
EL;MHK;0.04425189150843745
ACGL;DIS;0.04425955654136715
AFL;KKR;0.04426162565500762
ED;META;0.044272305181254606
CVS;NVDA;0.044302779980221564
BMY;LDOS;0.04430681100611802
SW;ZBRA;0.04431177183577692
APO;TROW;0.044323846540945365
AMD;DHI;0.04433151927348384
CMI;STZ;0.04433367444395287
CBOE;GE;0.044344650373363416
KEY;NSC;0.044356040594559526
MET;ULTA;0.04436841876160484
SYK;TECH;0.04437604144979172
MHK;SWK;0.04437655255717081
INCY;NTAP;0.04438172698171127
ALGN;MCO;0.04439243585987267
ANET;UNH;0.0444180000342141
TYL;GBPUSD=X;0.04442203321713205
AME;APD;0.04444760292224872
KKR;RF;0.04444808433347157
IP;ROL;0.044448975312768306
EL;HON;0.0444504202005209
QCOM;VRSK;0.04445671179074986
EQR;ORCL;0.04446527303797989
CAT;CBOE;0.04447337962401683
NCLH;TAP;0.04448598764223748
L;MAS;0.04448726538228572
GDDY;ITW;0.044500907159772535
CSX;FANG;0.044501150804512064
HSY;WYNN;0.04450888926793511
RJF;TSN;0.04454294022043517
BWA;MU;0.044547240478145955
PSA;T;0.04457585066433916
AMZN;DE;0.04457622582125559
BXP;SPG;0.04459368658749226
ISRG;ROL;0.0446127731085128
EMN;HON;0.04462165532626465
ALGN;LNT;0.044625248471511454
CB;MCHP;0.04462744313088178
ECL;HUM;0.044633938172399905
PSA;USDJPY=X;0.04463662525388495
DXCM;IRM;0.04464265970555685
BKNG;MOS;0.04464389144319782
DOC;RL;0.04464907867716141
CDW;PFE;0.044659980176828484
EVRG;PPL;0.044676655471552126
PCAR;ULTA;0.04467944082277015
BMY;CMI;0.04468269222600391
ADM;CMS;0.044682993342142645
CAT;MPC;0.044685556702887264
ADM;TER;0.04469659995681188
RMD;ZTS;0.044698517744465815
GEN;VMC;0.04470063681452688
CVS;HBAN;0.04471250343482791
DPZ;O;0.04476263985001293
EMN;TXT;0.044775058716384146
LYV;WEC;0.04478098024418651
MCHP;TDG;0.04478186666235876
GOOGL;ZTS;0.044786883375995665
AWK;WM;0.04479345841134105
IT;WMB;0.04479386254590457
PSA;SLB;0.044809521078922394
APTV;LNT;0.04481053116734627
INTU;KMI;0.04481500979647749
KKR;PODD;0.04482223469832091
ADM;ANET;0.044829545231270564
IEX;ISRG;0.04484930465493313
AMD;MSFT;0.04485008349680772
ADP;MPWR;0.04485058531257234
KKR;ULTA;0.04485095697349779
AME;NVR;0.04485607928666956
CHTR;CINF;0.044864652968378424
ADP;AJG;0.04487678901612082
EPAM;WM;0.04487721091181167
HSY;KMI;0.044882945747665125
BAX;IEX;0.04489218303674866
BRO;ODFL;0.044935955828787844
KO;TDG;0.044937898865543405
PODD;UNH;0.04495525610976798
MHK;TRV;0.04495765281170817
MPWR;UPS;0.044965580785749554
CFG;VRSK;0.04499171350523524
AMGN;GILD;0.04500605344512491
JCI;MSFT;0.04501487137637678
AMD;GRMN;0.04501591329500193
ADM;SPGI;0.04505529907033935
CPRT;L;0.04505646228449701
JCI;MS;0.04508303284738688
APO;XYL;0.04508835771220615
AMD;GDDY;0.04508862977201394
ABT;LMT;0.04509288650254473
AIG;JCI;0.04510058408473844
INCY;TROW;0.04512283007621304
AJG;MPWR;0.045140286750901065
CPAY;FITB;0.04514302646278256
OKE;PG;0.04514573302897678
JCI;JPM;0.04519707461034115
SNPS;TECH;0.045218701848106314
CMCSA;DRI;0.04522391994234244
ADP;VLO;0.04524985673127049
DAL;MPC;0.04525187589769387
FTNT;IFF;0.04526539404754916
AKAM;FRT;0.045275574898572125
LMT;SPGI;0.04529133788384715
CBRE;EXPD;0.04531074070841606
CSX;HRL;0.045322054715978784
ADM;LKQ;0.04533360290282391
INCY;LDOS;0.045343403182083485
CBRE;DG;0.04534948585642363
SPGI;VLO;0.04535533855968292
AVGO;ZBRA;0.045359209474496814
KKR;LNT;0.045369013264531605
EMN;MPWR;0.04537628389327189
KO;WYNN;0.04539804304727066
IDXX;KIM;0.045403178926011575
APA;C;0.0454103621427701
TRV;WMT;0.04541383274988845
AMD;TER;0.04541599601073109
ADM;ODFL;0.04541749373838517
FTV;KKR;0.04544728006518297
CSX;SBUX;0.045448611963838266
AOS;WYNN;0.045451527481307756
OXY;SCHW;0.04546637056786818
DOC;EXR;0.0454939968930721
CAT;INVH;0.04549565354573451
DXCM;WAT;0.045510912603935624
INVH;TGT;0.045522506077351976
EVRG;WELL;0.045525009755101424
CDW;XYL;0.045525788656534415
PM;REGN;0.045539632297190956
BAC;DHR;0.04554800547112885
CRL;TECH;0.045558967234782845
PEG;TXT;0.04558133002682907
DD;INVH;0.04559266919393375
AJG;BKR;0.045602182556894806
FTNT;TSN;0.04560533614778078
ADP;CBRE;0.0456115973325295
FICO;NEE;0.04561211561333755
MNST;XYL;0.04561700005607033
JCI;XYL;0.0456183462846281
EBAY;NXPI;0.045623838361945133
CI;MSFT;0.04563276980496211
ICE;INTU;0.04565407044331143
FIS;ICE;0.045654830075365
APH;KKR;0.04565594892237768
ES;WYNN;0.0456642601041391
JCI;PGR;0.045695199999578634
ADP;HII;0.04569738864798441
ADM;EXR;0.04570611123959216
CVS;XYL;0.04571144906929499
SWKS;VMC;0.0457272925219829
ADM;CPT;0.045727293265489494
AIG;CSCO;0.045731360453802695
OKE;WAB;0.045741071269588124
BX;FFIV;0.0457527476493581
SPGI;STT;0.045781143067267986
QCOM;RF;0.045783319105190214
BMY;CDW;0.045787360709250075
KEYS;UPS;0.04579269449918536
BRO;CBOE;0.04583255426288466
UDR;VRTX;0.045846759925540846
GLW;GBPUSD=X;0.04585380129776647
CSGP;UDR;0.045854549348046926
DUK;ETN;0.045862106288551384
EXPD;STLD;0.04587591896229332
EXPD;WM;0.04590374240415986
AMD;SBUX;0.04590655413228773
BMY;NEE;0.045919161543025507
CDW;PSX;0.0459237945511862
CPT;IQV;0.045925344600266704
MTCH;BTC-USD;0.04596618235288091
DXCM;KLAC;0.04597139788073128
CPRT;HD;0.04597802849418444
RVTY;SPGI;0.045978719642794125
CPB;CTSH;0.045986321861739565
BDX;JKHY;0.04599076746380436
HON;PGR;0.04600543531205536
AMD;PSX;0.046015358391789614
GM;TXT;0.046026966023494736
AVY;PGR;0.04602765084070477
AAPL;ETR;0.046029075573407185
EMN;INCY;0.04603260487185754
MSI;SHW;0.04603531545959861
ADBE;PYPL;0.046038505739658446
STT;WDAY;0.04603881878232378
AOS;DECK;0.0460393673646812
DD;TTWO;0.046047658464281056
GD;TDG;0.046057515681518495
INCY;MPC;0.04608264278848903
BG;BRO;0.04608809120638358
BMY;TTWO;0.046103278987025174
ELV;RMD;0.04610466424174003
BEN;WDC;0.046113620239073554
FRT;ZBRA;0.04613152338295774
NXPI;TMO;0.04613663233474402
SNPS;TROW;0.04613914130322436
LLY;PSX;0.04616724052482379
AXP;ODFL;0.04616767655263122
HON;LIN;0.04616908393338948
DECK;EL;0.04618666900786221
DLR;PKG;0.04619072407768132
BR;BRO;0.046217005126743364
FTNT;MNST;0.0462394174171763
MCO;NXPI;0.04625577606954191
BSX;CAG;0.046255896006674034
BEN;ECL;0.04626639157026246
HSY;MAS;0.046272672287857336
CMCSA;TMUS;0.046273469392196995
AKAM;BXP;0.046279946339837646
BEN;MGM;0.04628054582079995
STZ;TRMB;0.04628300178986103
AJG;TAP;0.04628401010683121
FTNT;JPM;0.046292165197214415
CI;KKR;0.04629792813450321
EOG;XOM;0.046301990142431665
AOS;ROL;0.04632034459205584
CBRE;ODFL;0.04632553201411598
MKTX;VRSK;0.04632757784724204
CSX;DELL;0.046327903417294244
PTC;TAP;0.046363175365226425
ANET;STZ;0.046363685407218476
FTNT;KMI;0.0463655994739825
GPN;KEYS;0.046370699847445525
AAPL;ADP;0.04637414555456367
AEP;ROP;0.04638063360188372
XEL;GBPUSD=X;0.046381036059267244
DECK;NTRS;0.04639317189387709
BWA;RJF;0.046402335700734876
ON;TXT;0.046404909214284744
AAPL;XEL;0.04640519221431086
BF-B;MPC;0.046412387662809765
MKTX;UAL;0.046434510867033346
ADM;XYL;0.04643574398733383
BG;DLTR;0.04643688896431941
SMCI;TXN;0.046449346602818936
GLW;IEX;0.04645293656056361
CZR;MSFT;0.04647938237169507
BDX;CCI;0.0465041659754489
AOS;MMM;0.046511493105539974
TAP;TMO;0.0465122328391661
DECK;MMM;0.046528931395270784
WYNN;ZTS;0.046536339320285204
APO;CCI;0.04653901708653747
IR;PH;0.046547517370561724
XOM;SI=F;0.04655000845057676
TTWO;UPS;0.04655365970325572
AOS;CCI;0.04655461187873837
DOV;EL;0.046556269418786385
DOV;MA;0.04656206389983257
ADM;LW;0.046562787257795224
DG;STLD;0.04657990860584162
AMD;LVS;0.046597338492095
HAL;VTR;0.046610454223429736
CDW;PLD;0.0466198185479907
FRT;GBPUSD=X;0.04662097528842304
BKR;DOV;0.046621253425503474
CPB;IQV;0.04663789551110872
MKTX;SCHW;0.046640634554691335
ORCL;TRGP;0.04664108996524837
ANET;SNPS;0.04664124316827285
AJG;AVY;0.04664254498497572
CSX;GPC;0.046643422509618004
AVY;BLK;0.04665271149975067
ALL;RMD;0.046652747771597475
LRCX;ROP;0.04666194264565932
MHK;PFG;0.046664538941244005
JNJ;KKR;0.046666373104497574
CVS;NEE;0.046674637500414874
CSX;WDAY;0.04668304208506205
CMI;NXPI;0.046697694015337174
MHK;TER;0.046703764654799224
DXCM;UNH;0.04671238979206141
MTD;UDR;0.046718889281783096
JCI;PNC;0.04674454681166092
BLK;CTAS;0.04676486693861279
ADM;AEP;0.04677083874374202
EXC;RMD;0.04678058834813364
ED;ZBRA;0.046781805390369594
BMY;DOV;0.0467902211834805
FIS;STZ;0.04679194842151606
NCLH;NDAQ;0.046813506729372074
AMD;ODFL;0.04681782772849812
ISRG;MSCI;0.04682725391422071
EMN;TDG;0.046834727273193426
DLR;HAL;0.04684135961734849
PNW;TDG;0.04684494307029418
AMD;TDY;0.046866817626261804
AVGO;WTW;0.046880536755601734
FANG;ROST;0.04690550753481294
IQV;KEYS;0.04690661903974966
CE;MSCI;0.046908643643773625
HST;IVZ;0.046914558077140206
MPWR;MSI;0.04692205422161892
ORCL;UDR;0.04692628435724398
GLW;HON;0.046930958545793
CPT;PYPL;0.04693825996256752
MCD;GBPUSD=X;0.046941284485162424
EL;MA;0.046953608189617205
RJF;VRSK;0.04700822856889552
BAC;PSX;0.04700850715087757
NCLH;USDCAD=X;0.047016785584965914
CBOE;CZR;0.047026530166920946
ACGL;FAST;0.04703084854261116
ABT;MA;0.047040264436647834
FRT;TJX;0.047046504941047854
SWKS;TFC;0.047049965804961784
FRT;PLD;0.04705445886862782
RCL;TAP;0.047072793679202134
CNC;TFX;0.04707500732702594
APH;TECH;0.04707615902306733
PAYC;ZBRA;0.047105129806823666
EQIX;PAYC;0.047107994102433236
ADP;MSI;0.04711579344867253
KKR;MHK;0.047120507634516896
BKR;DTE;0.04716030896776669
NVDA;TECH;0.04718149383581307
CCI;MMM;0.047182912944586666
JCI;UNH;0.047190065903995375
JCI;LHX;0.047195619437812496
ECL;GOOG;0.04722090351667301
AEP;LRCX;0.04722606908548671
CSX;EA;0.04722824614914693
AMD;HSY;0.047229116539268076
CME;MPC;0.04723080588473208
ADM;C;0.04724020730834883
AMP;DG;0.047249992956618386
BEN;VTR;0.047250250521953495
AAPL;DTE;0.047256673365827014
CRM;TDY;0.04727217505848091
CSX;VST;0.04727562031118981
APA;CPT;0.047276060944015166
AMAT;TDG;0.04728478872285798
DECK;UNH;0.047285224769796755
DLR;WEC;0.04728762132245445
CDW;ETR;0.04729266287657554
AVB;JBL;0.047296358348097346
NSC;NWS;0.04729705696895515
ADM;PSX;0.04729996869656254
NTAP;ON;0.04730231444338943
L;WY;0.04730362500242001
A;BKR;0.047305526832847965
CRL;KEYS;0.04730838541156318
BRO;LDOS;0.04731661589189025
HSY;ON;0.04732169031751687
GD;NCLH;0.047324206024633095
AWK;HON;0.04734139163288138
AVGO;HUM;0.047341874650514516
CNC;IQV;0.047364664928961964
GD;SJM;0.04737794393894987
ACGL;DVA;0.04738503814421337
JCI;MHK;0.047395216785213676
MCHP;GBPUSD=X;0.04740217942383196
CVS;IVZ;0.04740800778906059
AJG;CNC;0.04742725091323384
GD;TRGP;0.04742840530958871
KKR;PNR;0.047442046179887946
CB;TRMB;0.04744346184514414
EA;EQR;0.04746955207974734
ADM;PEP;0.04746956724453795
LUV;LVS;0.04747461880462624
SBAC;SNPS;0.04748509533332397
LNT;SYK;0.04748520925877745
AEE;DXCM;0.04749111687979129
AMZN;HON;0.04752988434826307
AMZN;UNH;0.047537640415673814
AMD;LKQ;0.04754390923324276
ACN;MS;0.047550755281381536
MA;PSX;0.047551325652988884
CVS;STZ;0.04756230497806193
AMD;TEL;0.04756672906696567
CBRE;WEC;0.047574884744455856
BX;VRTX;0.04759675319143588
BR;RMD;0.04760847529430787
SW;TTWO;0.047611515247195035
BRO;MS;0.047612075706989804
CL;KLAC;0.04761851120893127
DXCM;VST;0.047629035479437455
NCLH;WDAY;0.047640041514253176
