Asset_A;Asset_B;P-Value
FIS;NFLX;0.022205115136656323
CVS;MHK;0.02221295688524543
FRT;PNW;0.02221758939150027
BMY;IRM;0.02221787920168318
HSY;KKR;0.02223049574910647
LDOS;ON;0.022230818509300455
NSC;ON;0.02223132609393487
ADP;PGR;0.02223203207857129
CPB;TMO;0.022236391579245052
BKR;FIS;0.022256540458833393
GDDY;TAP;0.022261960001673624
ROP;TDG;0.022262826851416034
BKR;CPT;0.022262998027250652
AES;EBAY;0.02227706400439676
ON;PFE;0.02227912531637171
AES;CNP;0.022281146576633545
CDW;GDDY;0.022312764257344814
AJG;BRO;0.022316769046543877
FTNT;LEN;0.022328359919103848
CRM;ETR;0.022354647711435187
HSY;MSI;0.022356236803439088
HWM;PFG;0.022357484913025125
CSX;DD;0.022363304605111854
AES;TMO;0.022367454890412537
COF;HBAN;0.02238329544656092
ADP;CBOE;0.022390258272077246
CSX;HBAN;0.02239956792952102
APO;PAYC;0.022406894025306694
DD;FTV;0.022412069273460268
CRM;L;0.022424003896201302
CSX;OMC;0.02243099866572298
PTC;ROK;0.02243876579723359
DLR;WAT;0.022445246393308492
ICE;KKR;0.022447100365933413
PAYC;SPGI;0.022451034123857298
DXCM;TTWO;0.02245765621824273
AMT;APO;0.02246014728825189
HWM;WRB;0.022472175006707815
ADP;LMT;0.02248299884589643
AES;EQIX;0.022490727844670783
AOS;KKR;0.022491392795469665
ATO;MSI;0.022493464966431568
HST;ITW;0.02249823280755087
ARE;LKQ;0.022508568554459506
INVH;PH;0.022548452925561752
CSX;HPQ;0.022551603741449194
AEP;SYK;0.022557147406561767
CSX;TPL;0.022558428223854208
NOC;NOW;0.022566022825230632
IEX;TAP;0.022566083368932666
PHM;TEL;0.02256666581746468
AMD;INTC;0.02257252245903226
APO;MNST;0.022572969434612723
AJG;CTAS;0.022574581561951943
FTNT;PFG;0.02258422257218231
MHK;TECH;0.02258484447199325
BKR;TROW;0.022612923950459735
AES;DTE;0.022618472968893803
EBAY;STE;0.022622918334736265
INCY;WMT;0.022639348123843894
CB;TDG;0.022642114326034274
COP;J;0.022643997187051675
ADP;CZR;0.02264916454352582
PNC;TXT;0.02265299931964276
FTNT;MAR;0.02265700474546119
AFL;HON;0.02266294832819169
OXY;RF;0.0226804720685685
EBAY;GBPUSD=X;0.022684774828633736
EQIX;LYV;0.022703864788426047
GDDY;SYK;0.022705458839775136
O;WST;0.02271060922433915
AME;GBPUSD=X;0.022716647886320926
CSX;LEN;0.022717619414479046
AES;WAT;0.022718995577712106
LIN;SHW;0.022724272688904486
AES;SW;0.022746316659196842
DXCM;TDY;0.02274695997121175
AES;EURUSD=X;0.022760103797297794
CVS;LIN;0.022777915234522512
CRM;SNPS;0.022799637584284237
CRL;TMO;0.022808180429338683
DXCM;V;0.022812049907784862
AOS;TYL;0.022817207114601255
AVB;INVH;0.02283344477703219
CINF;EBAY;0.022836578380057537
BIIB;UPS;0.022858641300342653
AES;ZBH;0.022862171906050614
CVS;WY;0.022865212170303836
FTNT;TRV;0.022872628947361907
ADBE;LVS;0.022880742806490252
BA;L;0.022884082233779163
CPAY;PAYX;0.02289566481373369
CRM;TTWO;0.02290640195313276
D;LEN;0.022917771962247053
AEP;KMI;0.02292000641715872
MMM;MNST;0.02292772896290881
BAX;RCL;0.022929537968244883
ABT;L;0.022947746344798146
FTNT;SCHW;0.022958437934809936
CVS;UNH;0.022960871400758472
JCI;TDY;0.022969942384062872
BKR;ELV;0.02297029817281887
CDNS;DD;0.022978390700421826
HIG;STE;0.023004546094884663
C;MPWR;0.023014056612742355
BKNG;BXP;0.023015322871655343
RJF;TFC;0.023028377399676562
CBRE;PGR;0.02303224770789413
AKAM;JBL;0.02303344750444282
GD;EURUSD=X;0.02303794910715241
BKR;SPGI;0.02303928387053012
HUBB;PAYX;0.023043637132473718
ADP;APD;0.023048810691853622
C;XYL;0.023063926254108188
SRE;SWKS;0.023080927102839315
CDW;MPC;0.023089778205242648
APA;ZBRA;0.023091752071367683
CBOE;L;0.02311520105548438
FICO;TROW;0.02312140143045198
DOC;LYB;0.023124640994925054
STE;SW;0.02312485193709723
A;DXCM;0.023129807608476095
TECH;V;0.023133122777573935
DXCM;ROL;0.02313897161044121
KO;MCHP;0.023145738471380926
AES;CTSH;0.023156031775863468
ADP;BWA;0.02316003029887007
EBAY;MNST;0.023160685151956555
HBAN;WFC;0.02318203154887741
BDX;WEC;0.02319391069713219
ACGL;SWKS;0.023195900152699216
INTU;L;0.02320215000206801
CMI;LYV;0.023224294621457073
DLR;TDG;0.023226227534932697
ADSK;KO;0.02323210903248914
EBAY;RVTY;0.023235792129959652
CVS;LKQ;0.023238523585471633
AMAT;ETR;0.023238651631640003
CDW;SYK;0.02324019462802866
BKR;EMN;0.023240773814845777
HPE;KLAC;0.02324105931735274
DLR;ISRG;0.023246195349323692
C;CDNS;0.023255831669601778
NCLH;XEL;0.023256198952519017
CCL;VRTX;0.023270282368381474
AWK;CTAS;0.02328151491645893
KKR;SW;0.023281517232380408
AES;T;0.02328535787807352
CMI;TAP;0.023291573264972356
CSX;EMR;0.02331373978572394
AFL;META;0.02333042713470205
ADM;ALL;0.023336117571534525
IQV;LNT;0.023354500046139086
AES;KO;0.023362767175471266
FICO;SYK;0.02336510034402841
ROP;SYK;0.02336595458915813
IQV;WBD;0.023367487664305367
ACN;BRO;0.02337721199160604
NCLH;WTW;0.023381471148520187
ETN;KMI;0.023390704378044632
PSX;TROW;0.023403651954084788
CPAY;GS;0.02340600500048026
ALGN;IQV;0.023429736543319573
AVGO;TDG;0.0234370603052064
CVS;DE;0.023437533954377383
APA;CCI;0.023442296877909944
GLW;STZ;0.023445566483449944
CB;KO;0.023447193068362373
APA;PAYC;0.023449279968241594
FTV;NOC;0.02346203622581973
ARE;MAR;0.02346543700179189
META;NFLX;0.02346851310868427
ABT;MNST;0.023472135345097497
CVS;PODD;0.023476251454531506
SPGI;GBPUSD=X;0.023529461430436296
CSX;NTAP;0.023534263351694586
CMI;INTU;0.023544775637211756
AES;RSG;0.023547646218102358
CSX;GILD;0.023549828659533274
CSX;VRSN;0.02355252530110482
YUM;ZTS;0.02355658218817933
AEE;IQV;0.023563206010557475
GDDY;SWK;0.023563976057179404
CI;INVH;0.0235764539189755
EBAY;ICE;0.023576678119580155
CVS;GNRC;0.023583033801469852
CI;MCO;0.02358561430543113
EXR;TRV;0.023589853320303517
AON;DLR;0.023600834964835223
COO;IR;0.023613599223730176
ADP;INVH;0.02361489186641089
RVTY;TDG;0.023619357744558804
BKR;NXPI;0.023625228691396417
CSX;TER;0.023627108548646875
PAYC;TECH;0.02363521986545104
MMM;MSFT;0.02364147121977321
AES;KLAC;0.023647363882427667
IVZ;KKR;0.023649199967378867
AES;MCHP;0.023650961941201656
L;ROP;0.023665177280085062
MCO;TFX;0.023677686242294566
GLW;RVTY;0.023680105564249734
AFL;TECH;0.02369566259600882
FICO;SBAC;0.023705479743474513
AES;FRT;0.023708395435473154
EBAY;TROW;0.0237184592917439
ADBE;MPC;0.02371855281691617
CCI;STZ;0.023727257377872676
ADM;RVTY;0.023742855703149025
EXR;ON;0.023751217239098784
APD;PSX;0.023752257606499332
AVY;PODD;0.023757687205942075
JCI;NRG;0.02376765384457642
KKR;PFG;0.02377582781917693
LYV;MCHP;0.023776376421785973
LIN;MAR;0.023791826466907192
EXPE;WELL;0.02380108782016275
EIX;REG;0.02380951968021076
GE;LKQ;0.023809819929387008
PKG;TRMB;0.02381111022279423
AXON;MLM;0.023825057623804692
LNT;MHK;0.02382609776731639
FRT;IT;0.02383220387959552
GPN;MSI;0.023832657481536918
AWK;ROK;0.02383281557976424
CSX;DUK;0.023834010106109933
BA;TROW;0.023841977400730734
CBRE;EL;0.023847975038199326
ECL;KIM;0.023878758396214384
GDDY;MSCI;0.023887412018657204
AOS;CMI;0.02389417285295064
APTV;NFLX;0.02390693815091737
AES;APA;0.02391262841879156
BKR;HON;0.023922449812197353
CBRE;PH;0.02392414872324792
BG;XOM;0.023928892016657644
CVS;LDOS;0.023931293279731272
SWKS;WFC;0.023937372108320545
CVS;FITB;0.02394311182670478
DXCM;ZBRA;0.02394352261033298
CBOE;EL;0.023946598404517593
ED;GPN;0.023952976627663818
DIS;SJM;0.023953055938639476
PEG;TDY;0.0239598399149536
GS;IR;0.023960354319604527
ADM;ALGN;0.023961262268808393
D;MHK;0.023962655014108405
IR;WMT;0.023962857203731033
A;TAP;0.023963801732246756
AMT;APA;0.02398958979952459
HWM;LUV;0.02399610206354414
FTNT;RTX;0.024008056260732248
CSX;SJM;0.024017069792442
LNT;LVS;0.02402935545786831
CB;TAP;0.02404180908502633
BRO;ON;0.024043344037513185
DTE;ISRG;0.024044295613691327
INCY;BTC-USD;0.02404664839071647
CVS;PNC;0.02405276557855782
JCI;WM;0.024057545609424517
ELV;MHK;0.024058647075835042
TDG;TRMB;0.024058704826285804
FICO;TEL;0.024065452319333464
BMY;NFLX;0.024070016244243975
HUM;LVS;0.02408504022534671
HSY;TER;0.024097907198148236
CPT;NFLX;0.02411221001552886
ADI;GRMN;0.024122224559373916
CDW;SHW;0.02412779916237586
ISRG;NEE;0.024140642176788477
AJG;CDNS;0.02414158178075284
MA;NVR;0.024146388703886953
ABT;ADBE;0.024155546822510993
AES;GILD;0.02415814356770393
AXP;BRO;0.024158153198546972
AEE;WBD;0.024162151680462447
MCO;STZ;0.02418128786200607
ABT;UPS;0.02418471389532535
CSX;NWS;0.024204782297121797
CE;EXR;0.02420627431577802
ADP;APH;0.024206367124730427
CDW;FTV;0.024210131981520024
BDX;PKG;0.024212431552867158
CPB;FIS;0.02421306948609204
CME;L;0.02421423632246419
MTB;STLD;0.024226765584989957
ADM;ECL;0.0242397657922169
CSX;URI;0.024246540754105667
KMB;KMX;0.024254401842246424
IQV;NVDA;0.024258517265038176
CVS;RJF;0.02428093346111622
HBAN;LULU;0.024282774885649012
HWM;USDJPY=X;0.024298310750868423
NOC;PYPL;0.02430715742324631
NFLX;XYL;0.024312130363599273
MLM;VST;0.024313782736691856
JKHY;MMM;0.02432257573583059
ARE;NTRS;0.024328357425438995
SW;UNH;0.024336299890254494
APH;EMN;0.02434940888677365
CVS;DXCM;0.02434981376570718
NSC;TXN;0.024357712096671816
STE;WTW;0.024364731423162686
KKR;NVDA;0.024367764717983083
NCLH;TDG;0.02438088488776343
EL;V;0.02441681037850473
ARE;IEX;0.02445248877127237
HSIC;J;0.024456644157051684
FTNT;MKC;0.024460150372765582
LNT;MAS;0.02446478013056698
GILD;MDLZ;0.02448475457520292
ACN;MNST;0.024487672142602574
ADM;EW;0.024491027265133292
DECK;WYNN;0.024496718639087166
MSI;WYNN;0.02450114276169156
BXP;MOS;0.024514674394311483
AES;DVN;0.024514682619256878
ESS;SPG;0.02452412701627499
JNJ;ROP;0.02453300137309988
CVS;WEC;0.02453584605715207
RCL;STZ;0.024537035707785666
HWM;MCHP;0.024551680122984778
ABT;FTV;0.024555401229297107
CMS;SYK;0.024560261298844185
FTNT;MAS;0.024567894051397372
AMP;DOV;0.024577754272221242
LEN;LII;0.0246007238910549
HST;LKQ;0.024615190912630626
HWM;SNPS;0.024626947422656222
NCLH;SRE;0.02462809230823428
CRM;LYV;0.024632327420208593
CTAS;SWK;0.024639410459898283
PTC;SO;0.024648870384440726
IP;PLD;0.024668238337785028
ALB;NFLX;0.024668523800507366
RF;VRSK;0.024671026876109958
CPAY;HBAN;0.024675241548949543
AES;UHS;0.024681522665785643
SHW;TAP;0.024683555993277134
CNC;TDG;0.024683979487031354
FDS;J;0.024686126445921892
CSX;V;0.024686255569739173
BLK;IR;0.02470235881130652
CSX;CVS;0.024702402219111887
AOS;BMY;0.024710032991843593
ADI;BMY;0.024714538343342602
HSY;LEN;0.02471929155031968
CDW;PAYC;0.024729210194629925
TDG;TTWO;0.02472978698510356
SPGI;TRMB;0.0247338174422353
AVGO;TRMB;0.024736692912702588
CSX;MCO;0.024738499382952566
CSX;KEYS;0.024740236453577705
DLR;TAP;0.024741034408317833
NCLH;UPS;0.0247418639611124
FIS;RCL;0.024749204462724432
AES;AIG;0.024752906097053173
GDDY;KMI;0.02477658696605137
AES;KMX;0.024792200621094433
ANET;CNC;0.0247985606816804
DXCM;RVTY;0.024812584759180585
CCI;MHK;0.024825623184458127
ALL;PGR;0.024843514320518244
FITB;URI;0.02484501242339787
CSX;WBD;0.024851725200729036
APA;NFLX;0.02487257781488577
PNW;SLB;0.024890428054736048
ADM;NOW;0.024909731585522638
ALB;LRCX;0.024915905856111937
CNC;LHX;0.02491948237312782
EL;EMN;0.024933779495305803
A;C;0.02494149195563211
EXPD;SCHW;0.02494763403554322
IP;KKR;0.024948225499350402
AMD;OXY;0.024950338303035023
DXCM;RCL;0.024958822301865812
CDW;CTAS;0.024973751071809113
AOS;TMO;0.02497667791333799
AVY;INVH;0.02498458194614459
APTV;MA;0.02498796818588234
BMY;FTV;0.024990750710767194
FTNT;RF;0.02500263446438048
EXR;FDX;0.02500328905454487
IRM;UHS;0.02501943007196803
AES;HUM;0.025033908252913812
A;RCL;0.025035726968144534
AVY;CI;0.02503777541918209
LVS;TDG;0.025038749584716944
CMS;WAT;0.025046710604664544
APTV;HUM;0.025048168484560717
LIN;SWK;0.025055262138991844
AOS;EPAM;0.02505729927801833
C;MNST;0.02507142520594592
KKR;STLD;0.025081535424057857
L;LII;0.025084373637271663
APD;HST;0.025086068068086474
MAA;TSLA;0.0250953747471454
CTAS;MSCI;0.02511331860141148
MCO;TECH;0.025114216676861405
DD;TROW;0.02511748176117123
ADM;BR;0.025120944767549173
EXR;SMCI;0.02512262848522266
GOOGL;NTRS;0.025130092949643856
SLB;ZBRA;0.02513181916955673
CSX;EXC;0.025134963408490495
KEYS;L;0.02514110895022285
CSX;LYB;0.02514135768739194
UHS;VST;0.025146419565093128
EVRG;FANG;0.025150493002838004
LYV;V;0.025159973763150524
ADP;UPS;0.02516088741927244
HWM;MTB;0.02516346518816494
ANET;EPAM;0.025174015263837064
AVY;AWK;0.025174669390541988
EL;EXR;0.025197845518705932
BMY;MSCI;0.025201758364624717
CNC;STT;0.025206454918508023
BWA;LHX;0.025211408993290954
LII;MPC;0.02521685279624268
ADM;L;0.02522153323145794
O;TPR;0.02522411762971009
O;UDR;0.025226541154177475
ROL;TYL;0.025230938293265108
CVS;SMCI;0.025232135783078057
DXCM;LDOS;0.025232202790703664
C;PAYC;0.02525727989510601
MSI;VRSN;0.02527485667815958
AES;NI;0.025279640354926993
AMT;AVGO;0.025284355346484495
CNC;PGR;0.025314973168720768
AES;PNW;0.025316772778375598
ADBE;ETR;0.025336320497025052
MMM;NVR;0.025339725995072514
AES;COR;0.025353843788115227
INCY;ROK;0.025361441537527066
L;NOW;0.025365535648121603
ABT;XYL;0.02536605293098749
CL;KIM;0.02537954762277929
AES;MCK;0.025392581754625426
PSA;TPR;0.025411297716564883
GL;NTAP;0.025417862172501367
CSX;PHM;0.025427789547322093
LMT;MA;0.02543118514241913
HWM;TT;0.0254343360269594
CB;IQV;0.025435552264505144
INVH;LIN;0.025441161297080787
IQV;NOW;0.02544492320990326
DOC;ON;0.02544608401596897
AES;CLX;0.025455483646532363
AMD;VRSK;0.02545558382851722
CSX;UHS;0.025458103664219214
OKE;VMC;0.025470192423671125
NOC;TECH;0.025472278314284974
HPE;GBPUSD=X;0.025480879702348094
ELV;KMI;0.025487728224404593
RMD;SWK;0.025489305100930927
AAPL;GBPUSD=X;0.025500951334785412
CVS;SCHW;0.02550606245521839
GS;HBAN;0.025512157536943986
CNC;TROW;0.02551906512919148
ADI;LDOS;0.025523714884830326
CSX;NWSA;0.02552636268757151
AES;SNA;0.025528453217969396
DTE;SBAC;0.02553095145137982
IEX;SW;0.025533098044362046
BKR;DXCM;0.025533124241598572
ADBE;SHW;0.02553843414570868
BA;INVH;0.02554049083986261
HUM;YUM;0.02554823413451094
CVS;PSX;0.02555044222414755
AOS;IQV;0.025572364782079124
DXCM;PFG;0.025574913111239096
ARE;TDG;0.025575758147329524
PLD;TRMB;0.025589593453205117
MSCI;ROP;0.025592211515361337
DXCM;MMM;0.0255951446888219
TEL;BTC-USD;0.025617441287249004
HUM;TECH;0.025623981767860043
AES;SRE;0.025626214472502903
STLD;URI;0.025639918402046352
CB;WDAY;0.025668637854954962
INTU;UNH;0.025671432235414397
IDXX;O;0.0256718032279915
CFG;XOM;0.025684590939709033
PGR;PSX;0.025687639710482997
CSX;NI;0.025693300039176883
FRT;GC=F;0.02569429848010041
HWM;MAA;0.025698232763054857
CHRW;OXY;0.02571790185179114
ADP;FDX;0.025720154961780615
FTV;TECH;0.025720715149138724
FICO;PGR;0.025729366610087637
ROL;GBPUSD=X;0.02573431599635266
AES;AMD;0.025743582542861725
EXR;NWSA;0.025751061794260666
DXCM;TEL;0.025757482506503244
IP;KHC;0.025793210902562265
AEP;FMC;0.025795196737276274
AXP;MS;0.025801064495438123
EPAM;NTRS;0.025805271731881987
CRL;GPN;0.025807332315737425
EQIX;UDR;0.025810021948991475
AES;TYL;0.02581367820173811
ADM;IEX;0.02584038797957666
DUK;FMC;0.02584236147252954
AVY;BRO;0.025854161619971328
AFL;C;0.02587685002078595
NFLX;OMC;0.025878986499072835
MAS;NTRS;0.02589650147615403
ADM;EQIX;0.02590042436739486
INCY;ON;0.025903751098219435
GPN;SBAC;0.02590422929352921
EXR;GDDY;0.02590664826537674
AUDUSD=X;USDCAD=X;0.02591018760782709
MCO;MHK;0.02591872417608968
KMI;WYNN;0.02592277095049154
EXR;MS;0.025923142894516065
EXPE;GWW;0.02593134995824153
EXR;NWS;0.025934456512968187
INVH;META;0.025935791405288733
ISRG;SYK;0.02595272646151153
ADM;INCY;0.02595496663239242
NFLX;TRMB;0.025956916630324976
CSX;PODD;0.025957873278724335
HWM;ROL;0.025967908598345066
LMT;TTWO;0.025972921840826186
NI;WDAY;0.02598064518580909
HWM;TSLA;0.02598981502602203
NVR;PSX;0.02599219197796852
AES;SJM;0.025995653495114884
HBAN;PAYX;0.02600517548478476
CLX;UDR;0.026009992429674444
AES;BBY;0.026023276022370156
CSGP;TRMB;0.02603006061202537
IFF;WYNN;0.026036997846648105
COP;HSIC;0.026049332816087144
CTAS;NOC;0.026050737015734206
AES;ALLE;0.026064540043139364
AEP;NXPI;0.026071597792097934
HIG;PLD;0.026071809197256966
CF;LYB;0.026081604597828753
ADM;IVZ;0.02608449390731255
EMR;WM;0.026089795819986966
HWM;KKR;0.02609920721844294
DLR;LYV;0.02611297124685358
AFL;MA;0.026129534436630707
MAA;MOS;0.026131817571541597
AMD;COP;0.026142920172789606
JKHY;L;0.02614890993018835
MA;UPS;0.026185167849639906
GDDY;GLW;0.02618570710932911
PNC;TROW;0.026189136044972694
DTE;META;0.02619353867970372
INCY;VLO;0.02619752344456341
AES;TSLA;0.02622346094259385
META;UNH;0.02623402362870122
META;UPS;0.026239328715606844
BKR;CNC;0.026243486786041693
RVTY;TRMB;0.026251439341396118
FRT;SJM;0.026257375617717717
DLR;HCA;0.026258796408648477
META;PSX;0.026266250542328177
CVS;BTC-USD;0.02626829653634507
ES;TECH;0.026272631672341243
L;MA;0.026275673974209397
CMCSA;PSA;0.026287802028798584
MMM;TRV;0.026288310468800046
AES;VTR;0.026294836536707243
AES;KR;0.026322778615268022
DLR;OMC;0.026325008720633754
ALL;DECK;0.026326709259260343
ADP;BAC;0.026333050427965573
CVS;TFX;0.02634320228967533
PSA;UDR;0.026346251489042682
AMD;BF-B;0.02635063876080802
KKR;MU;0.026357350102130306
CSX;EQR;0.026359115355640707
AES;MOH;0.026376289346353447
HST;SWK;0.026379175973486095
AES;NCLH;0.026407667129422517
MSCI;MSFT;0.026407991729423888
CCI;HUM;0.026411824201093708
AFL;PYPL;0.026412215111370003
CPRT;EXPD;0.026420767680843463
CPT;PKG;0.026434017115860717
AES;MTD;0.026435588070289593
ANET;HST;0.026436873938502786
INTU;KKR;0.026452068695312095
GLW;TDG;0.026458747924494024
PPG;WY;0.026465744292914695
BEN;TSLA;0.026472997553747612
ARE;NOC;0.02647468919435736
AES;ECL;0.026483885823204264
L;NFLX;0.0264954150662014
EXR;TECH;0.02649887094445938
RMD;SHW;0.02650084159261124
KKR;STT;0.02650538738955367
AES;RTX;0.026515466980862903
HIG;LMT;0.026524180558004932
EQIX;STE;0.026532526615163365
LVS;MHK;0.026535078007862437
KKR;LIN;0.026542466593443746
HPQ;TER;0.02655582069451706
DXCM;TMO;0.02656197255973801
APA;ED;0.026598703628906335
HSY;PNR;0.02660973977217639
AES;EIX;0.026610922365602474
FDX;XYL;0.026614568792926254
CDNS;ETR;0.026622107811488552
FTNT;LOW;0.02662782837062258
BF-B;DG;0.02663297600197534
LUV;PEP;0.02663570385967652
APA;CCL;0.02666438982993728
CB;GPN;0.02668211970256145
EMN;WM;0.02669527951593268
HSY;VRSK;0.026701903149593493
NVR;TROW;0.02670689004747312
AES;VRTX;0.02671661219947264
CDW;WEC;0.026717379423053078
HWM;XOM;0.026718648004325465
META;XEL;0.026719410739671833
CVS;PNR;0.026719497116737382
JCI;NWSA;0.026720326648556735
AOS;LVS;0.026724189167636872
GLW;PPG;0.026728208267236885
AES;AVB;0.026735507552231953
GOOG;NTRS;0.026737231719433256
ADM;TECH;0.026770010827424674
AES;SI=F;0.026779082728146983
AEE;BKR;0.026779475226715175
AEP;ISRG;0.02678426108954495
C;NVR;0.026785533508602327
CDW;FICO;0.026792079235808383
CVS;MS;0.02679462261610357
EFX;KMX;0.026798273645794384
FICO;RMD;0.02681465143162399
FTNT;NWSA;0.026827467023260908
MMM;MPC;0.02685156782490617
AES;TGT;0.026851841632851845
ADP;MU;0.02686804261745994
AES;ROL;0.026869072170877664
CVS;HPQ;0.026881026183240727
AJG;APH;0.02688129980371461
CSX;ROST;0.026885793669153304
CSX;EFX;0.02688846418093208
D;MMM;0.02688897057129689
NVDA;PLD;0.026890864766816427
PHM;BTC-USD;0.026895036597883965
ADP;TPL;0.02689857339357131
DHR;J;0.026910593311118152
IEX;PAYC;0.02691142659169837
BRK-B;INVH;0.026912741904526756
ARE;EXR;0.02691641105143399
EXR;MSCI;0.02691914261010727
ICE;STZ;0.026929525160659266
GPN;UHS;0.026934129273477245
CVS;J;0.026935062909699485
MCD;WAT;0.026945049582373114
HCA;NUE;0.026946266903842032
INVH;PFE;0.026952323548158994
MCHP;PLD;0.026957169701927648
CBRE;EMR;0.02695758139393261
CVS;GLW;0.026959537737069418
KEYS;WBD;0.02696131374263276
CBOE;LDOS;0.026962054454478225
C;STZ;0.026977019884220084
FSLR;PODD;0.026979939956694583
ECL;ES;0.026980930121388132
ECL;MSI;0.02698228386928574
FICO;KMI;0.02698514125744014
CVS;NSC;0.027005598971563412
FRT;WFC;0.02700648894221211
BF-B;NSC;0.027009600504513644
MHK;SPGI;0.02701670385629968
AME;NEE;0.027030618843745254
PCAR;TXT;0.02705798699353011
C;TFX;0.02706901752850472
INCY;LYB;0.0270774296394612
GDDY;KKR;0.02708412355415139
HSY;LIN;0.027088354963643212
HUM;VRSN;0.027090552583612225
CVS;CZR;0.027091902056520664
AES;DAL;0.027099044541533383
CMI;CRL;0.0271070632444587
DHR;XOM;0.027109598953384297
DXCM;TAP;0.02711497607712098
BLDR;CTAS;0.027122753759174535
TAP;WTW;0.027124173279923523
LMT;MNST;0.02713182560945178
INVH;MPWR;0.02713908005511481
UHS;WDAY;0.027171639245704978
ACGL;BKNG;0.027176571448610697
DLR;PAYC;0.02717944428166742
AJG;LDOS;0.02719204817130327
LNT;LYV;0.02720121622064576
GEN;WMB;0.02720208060099318
FICO;PSX;0.027206656073780602
HWM;PCG;0.02720719973334997
CTAS;CZR;0.0272105054154986
CNC;PSX;0.02721072779381635
APTV;KMI;0.027214490933632353
PNW;TMO;0.027214911122790002
GPN;IQV;0.0272198067000406
HSY;PTC;0.027250929113166185
FICO;ITW;0.027266008645477593
APO;MCD;0.027272856558979867
EMN;LDOS;0.02727287936993916
INVH;JCI;0.0272764330995423
DAL;ZTS;0.027284926288805803
NKE;STLD;0.027287807726742292
HUM;SW;0.02729038188532506
AES;AXON;0.027310831270241347
KO;MTD;0.027312301308580887
ABT;TECH;0.027327682056961965
FRT;NCLH;0.0273351130170535
MDT;PWR;0.027340351122590326
KMI;LVS;0.027342535768734123
CSX;GM;0.027355244775751512
GE;MNST;0.027361187631682563
AVGO;NXPI;0.02737224545284897
MCO;UNH;0.027399691163222772
NEE;ROP;0.027400699718945896
PLD;TAP;0.027414697026353407
MNST;PODD;0.02741646489417629
MET;VST;0.027420599606652468
D;IFF;0.027423984946476753
CSX;FDS;0.02742716072150073
AES;AON;0.027430295158233454
TEL;TRV;0.02743763477185865
IVZ;MSI;0.027441326826148405
DELL;INCY;0.027450007914841704
AES;PG;0.027461030522026055
ADM;KEYS;0.02746775712478828
IQV;NFLX;0.027472666917126853
MSI;SPGI;0.027479427112909925
FDX;KKR;0.02748088674713515
INTC;TSN;0.0274847685907749
HWM;MKC;0.02748659696386531
PKG;RVTY;0.027499948553875705
TDG;GBPUSD=X;0.027500563822891812
LNT;NXPI;0.02751568278929234
BWA;MET;0.027517452240213014
ANET;L;0.027533793194024297
KKR;NEE;0.02753974561692432
CMI;CNC;0.02754619276470589
ADM;STZ;0.02754831007098095
APTV;TDG;0.027567824935813553
KKR;NSC;0.027571921570872
FRT;USDJPY=X;0.027625796054755968
ON;TDY;0.0276300631367663
FTNT;L;0.027656734329748946
D;GDDY;0.027658345711824663
CINF;FIS;0.027658457297030793
JKHY;ZTS;0.027668814605302173
CME;INVH;0.027670693274022964
DECK;SHW;0.027676289560255266
HIG;EURUSD=X;0.027693371884527907
ADBE;NVR;0.027695607717758235
BMY;C;0.027707253707972303
BRK-B;EXR;0.027717692671243636
CCI;FDX;0.027721855703067667
AES;WDAY;0.027722575641463413
FITB;TSN;0.02772740905516974
EXR;TFX;0.027732472113134864
DXCM;XYL;0.027737653874338356
INCY;MSFT;0.027740815098259673
STZ;TECH;0.02775563587054327
NCLH;TJX;0.027757959397053656
CVS;DD;0.027767516498192278
DPZ;REGN;0.027799371413782914
ARE;EL;0.02780287973263076
PSA;TSLA;0.027814723422369906
NVR;XYL;0.027821755094613963
MAR;WMT;0.027826337327862098
CINF;CMG;0.02782814161230125
OKE;VST;0.027830348347191693
ECL;MGM;0.027830667524259573
CVS;HSIC;0.02783692186408822
CDW;CPT;0.027845800015900733
ADM;QCOM;0.027846218021418963
ACN;PHM;0.027871008001324606
CRM;GRMN;0.027885805257722267
CSX;MSCI;0.027906710547665834
CFG;IR;0.027910218067649525
COP;OXY;0.027918454137764996
ADM;ED;0.027923545633958238
INVH;L;0.027923910950854825
TRGP;ZBRA;0.0279290338520461
DXCM;MAR;0.02794634651191573
FICO;NOC;0.02795216078144313
SPG;SRE;0.027953590341668944
DXCM;L;0.02795641930973644
AES;CCL;0.027960313607349054
DOV;L;0.027968205218031988
SWKS;XEL;0.027988962164486438
D;EPAM;0.02799242841181808
AMP;JPM;0.02799620320162377
ALGN;CDNS;0.028001650972215856
CVS;EMR;0.028015493956719362
L;RMD;0.028017556696254064
LEN;NWSA;0.028049869391676096
IVZ;NTRS;0.02805435194023008
ADM;MRK;0.02806106855396581
AES;MDT;0.02807530543086663
AMD;WST;0.028082166775381823
ADM;WMT;0.028089418418882656
INCY;PAYX;0.028089440031684332
AMCR;NCLH;0.02809305393826801
AMP;TROW;0.028094940887121667
FTV;TER;0.028096887663046122
FRT;GD;0.028098374284903974
CVS;JKHY;0.028113502954393986
JPM;WM;0.028116999044902034
ADM;MAR;0.02811818424084047
CPB;PAYC;0.028130107950586035
ANET;MPC;0.02813091665465826
CB;MSI;0.028132649817609073
CRM;TAP;0.028136917840564782
CPAY;STLD;0.028154502596925403
